"Leganto Doi","Leganto Authors","Leganto Pubdate","Course code","Course instructors",Department,"Course status","Course year","Reading list code","Reading list name","Leganto Journal title","Leganto  title","WoS Title","WoS journal","Publication year",Publisher,"Doc type",Citations,"WoS ID","Author name","Author sequence","Address sequence",Address,City,Country,"Item ID","Daisng ID"
10.1098/rstb.1997.0128,"Andersen, Richard A",1997-10-29,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Philosophical transactions. Biological sciences","1'Multimodal integration for the representation of space in the posterior parietal cortex",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1098/rstb.1997.0128,"Andersen, Richard A",1997-10-29,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Philosophical transactions. Biological sciences","1'Multimodal integration for the representation of space in the posterior parietal cortex",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1073/pnas.070039597,"Maguire, Eleanor A ; Gadian, David G ; Johnsrude, Ingrid S ; Good, Catriona D ; Ashburner, John ; Frackowiak, Richard S. J ; Frith, Christopher D",2000-04-11,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Proceedings of the National Academy of Sciences - PNAS","1'Navigation-Related Structural Change in the Hippocampi of Taxi Drivers",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1073/pnas.070039597,"Maguire, Eleanor A ; Gadian, David G ; Johnsrude, Ingrid S ; Good, Catriona D ; Ashburner, John ; Frackowiak, Richard S. J ; Frith, Christopher D",2000-04-11,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Proceedings of the National Academy of Sciences - PNAS","1'Navigation-Related Structural Change in the Hippocampi of Taxi Drivers",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0166-2236(83)90190-X,"Mishkin, Mortimer ; Ungerleider, Leslie G ; Macko, Kathleen A",1983,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Trends in Neurosciences","1'Object vision and spatial vision: two cortical pathways",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/0166-2236(83)90190-X,"Mishkin, Mortimer ; Ungerleider, Leslie G ; Macko, Kathleen A",1983,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Trends in Neurosciences","1'Object vision and spatial vision: two cortical pathways",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1098/rstb.1997.0127,"Karnath, Hans-Otto ; Karnath, Hans-Otto",1997-10-29,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Philosophical transactions. Biological sciences","1'Spatial orientation and the representation of space with parietal lobe lesions",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0896-6273(03)00095-3,"Hartley, Tom ; Maguire, Eleanor A ; Spiers, Hugo J ; Burgess, Neil",2003,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Neuron (Cambridge, Mass.)","1'The Well-Worn Route and the Path Less Traveled: Distinct Neural Bases of Route Following and Wayfinding in Humans",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0896-6273(03)00095-3,"Hartley, Tom ; Maguire, Eleanor A ; Spiers, Hugo J ; Burgess, Neil",2003,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Neuron (Cambridge, Mass.)","1'The Well-Worn Route and the Path Less Traveled: Distinct Neural Bases of Route Following and Wayfinding in Humans",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/j.neuroimage.2006.01.037,"Spiers, Hugo J ; Maguire, Eleanor A",2006,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","NeuroImage (Orlando, Fla.)","1'Thoughts, behaviour, and brain dynamics during navigation in the real world",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/j.neuroimage.2006.01.037,"Spiers, Hugo J ; Maguire, Eleanor A",2006,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","NeuroImage (Orlando, Fla.)","1'Thoughts, behaviour, and brain dynamics during navigation in the real world",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1016/S0010-9452(78)80016-1,"Bisiach, Edoardo ; Luzzatti, Claudio",1978-03,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List",Cortex,"1'Unilateral Neglect of Representational Space",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
https://doi.org/10.1016/S0010-9452(78)80016-1,"Bisiach & Luzzatti",1978,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List",Cortex,"1'Unilateral neglect of representational space",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/377339a0,"Land, Michael ; Horwood, Julia",1995-09-28,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__8994937_1,"PSYC3505: Module Reading List","Nature (London)","1'Which parts of the road guide steering?",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
10.1038/377339a0,"Land, Michael ; Horwood, Julia",1995-09-28,25874_PSYC3505,,"School of Psychology",Inactive,,202122_PSYC3505__9390772_1,"PSYC3505: Module Reading List","Nature (London)","1'Which parts of the road guide steering?",string,string,0,string,string,0,string,,,,string|,string|,string|,"string: string|",
